epoch,accuracy,learning_rate,loss,precision,recall,top_3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top_3_accuracy
0,0.5365074872970581,0.0010000000474974513,1.9323570728302002,0.7026466727256775,0.3998472988605499,0.7940033078193665,0.810546875,1.243363380432129,0.8970649242401123,0.7063801884651184,0.9580078125
1,0.59375,0.0010000000474974513,1.553877592086792,0.7916666865348816,0.59375,0.90625,0.8125,1.2388582229614258,0.9002895951271057,0.7083333134651184,0.9593098759651184
2,0.6855913400650024,0.0010000000474974513,1.4934297800064087,0.813057005405426,0.544558584690094,0.9069961309432983,0.8414713740348816,1.1555657386779785,0.9220463037490845,0.7392578125,0.9788411259651184
3,0.59375,0.0010000000474974513,1.6971263885498047,0.7777777910232544,0.4375,0.8125,0.8434244990348816,1.1558269262313843,0.9220778942108154,0.7395833134651184,0.9788411259651184
4,0.7220988273620605,0.0010000000474974513,1.3929173946380615,0.8523032665252686,0.5727373957633972,0.9294142127037048,0.8723958134651184,1.0847889184951782,0.936801552772522,0.7913411259651184,0.9869791865348816
5,0.6875,0.0010000000474974513,1.7806707620620728,0.9090909361839294,0.625,0.90625,0.8727213740348816,1.0824637413024902,0.9383904337882996,0.7932942509651184,0.986328125
6,0.7561771273612976,0.0010000000474974513,1.3307573795318604,0.8716303110122681,0.6126457452774048,0.9412131905555725,0.8658854365348816,1.0898081064224243,0.9316745400428772,0.7679036259651184,0.9866536259651184
7,0.71875,0.0010000000474974513,1.138865351676941,0.8500000238418579,0.53125,0.96875,0.8655598759651184,1.0902725458145142,0.9301775097846985,0.767578125,0.9856770634651184
8,0.7736673951148987,0.0010000000474974513,1.2905809879302979,0.8849198818206787,0.6361743211746216,0.9499583840370178,0.90234375,1.0433484315872192,0.9567198157310486,0.8203125,0.9876301884651184
9,0.75,0.0010000000474974513,1.5525799989700317,0.875,0.65625,0.96875,0.90234375,1.0430315732955933,0.9553030133247375,0.8209635615348816,0.9876301884651184
10,0.7806079983711243,0.0010000000474974513,1.287136197090149,0.8845528364181519,0.641865611076355,0.9509300589561462,0.9134114384651184,1.0219179391860962,0.963615894317627,0.8362630009651184,0.9892578125
11,0.78125,0.0010000000474974513,1.4022176265716553,0.9090909361839294,0.625,0.9375,0.9104817509651184,1.0238467454910278,0.9612782001495361,0.8323567509651184,0.9895833134651184
12,0.785882830619812,0.0010000000474974513,1.2668673992156982,0.891578733921051,0.656926691532135,0.950444221496582,0.892578125,1.040775179862976,0.9457626938819885,0.8173828125,0.9889323115348816
13,0.78125,0.0010000000474974513,1.277744174003601,0.875,0.65625,0.9375,0.8922526240348816,1.0411574840545654,0.9458035230636597,0.8180338740348816,0.9889323115348816
14,0.7903942465782166,0.0010000000474974513,1.2685250043869019,0.8913429975509644,0.6610216498374939,0.9531510472297668,0.9088541865348816,1.0290971994400024,0.9532535672187805,0.8297526240348816,0.9892578125
15,0.9375,0.0010000000474974513,0.9683055877685547,0.9655172228813171,0.875,1.0,0.9095051884651184,1.028722882270813,0.9532360434532166,0.8294270634651184,0.9892578125
16,0.8006662726402283,0.0010000000474974513,1.2491016387939453,0.8985736966133118,0.6690033078193665,0.9559272527694702,0.9114583134651184,1.0252429246902466,0.9544950127601624,0.83984375,0.9889323115348816
17,0.8125,0.0005000000237487257,1.3832991123199463,0.9166666865348816,0.6875,1.0,0.9114583134651184,1.0255087614059448,0.955234944820404,0.8404948115348816,0.9886067509651184
18,0.8028178811073303,0.0005000000237487257,1.236782193183899,0.9039762616157532,0.6769155859947205,0.9610633254051208,0.9205729365348816,0.9917283654212952,0.961048424243927,0.859375,0.9918619990348816
19,0.84375,0.0005000000237487257,0.9600098729133606,0.9166666865348816,0.6875,1.0,0.919921875,0.9926226139068604,0.9596216678619385,0.8587239384651184,0.9918619990348816
20,0.8111465573310852,0.0005000000237487257,1.212684154510498,0.9030612111091614,0.6879511475563049,0.9607856869697571,0.9182942509651184,0.982757031917572,0.9546444416046143,0.8564453125,0.9925130009651184
21,0.875,0.0005000000237487257,1.251975417137146,0.9599999785423279,0.75,0.96875,0.9176432490348816,0.9834115505218506,0.9542815685272217,0.8561198115348816,0.9925130009651184
22,0.8152415156364441,0.0005000000237487257,1.1951837539672852,0.904315710067749,0.6966269016265869,0.9660605192184448,0.9309895634651184,0.9702875018119812,0.9663774371147156,0.8701171875,0.9915364384651184
23,0.75,0.0005000000237487257,1.2241802215576172,0.8571428656578064,0.75,0.9375,0.9322916865348816,0.9700419902801514,0.9674855470657349,0.8717448115348816,0.9915364384651184
24,0.8169766664505005,0.0005000000237487257,1.1895322799682617,0.905985951423645,0.6996113061904907,0.9639783501625061,0.9270833134651184,0.9689152836799622,0.9656915664672852,0.8704426884651184,0.9925130009651184
25,0.8125,0.0005000000237487257,1.1805700063705444,0.8888888955116272,0.75,0.90625,0.9270833134651184,0.968873918056488,0.9667630195617676,0.87109375,0.9925130009651184
26,0.8228761553764343,0.0005000000237487257,1.1825262308120728,0.9111670851707458,0.7033592462539673,0.9647418260574341,0.9303385615348816,0.9636022448539734,0.9639639854431152,0.8707682490348816,0.9918619990348816
27,0.84375,0.0005000000237487257,0.9950058460235596,0.8799999952316284,0.6875,1.0,0.9300130009651184,0.9632083773612976,0.9640417098999023,0.8727213740348816,0.9915364384651184
28,0.8189200162887573,0.0005000000237487257,1.1803193092346191,0.905259370803833,0.703636884689331,0.9646030068397522,0.9384765625,0.9433026909828186,0.9688729643821716,0.8815104365348816,0.9944661259651184
29,0.78125,0.0005000000237487257,1.1576251983642578,0.875,0.65625,0.96875,0.9378255009651184,0.9436266422271729,0.9688506722450256,0.880859375,0.9944661259651184
30,0.8266934752464294,0.0005000000237487257,1.1757721900939941,0.9106200337409973,0.7064130902290344,0.9650194048881531,0.9215494990348816,0.9670752882957458,0.9593817591667175,0.8688151240348816,0.9921875
31,0.875,0.0005000000237487257,0.9941480755805969,0.95652174949646,0.6875,1.0,0.9215494990348816,0.9673101305961609,0.9583781957626343,0.8694661259651184,0.9921875
32,0.8265547156333923,0.0005000000237487257,1.1593998670578003,0.9101232290267944,0.7175874710083008,0.9676568508148193,0.9309895634651184,0.9560861587524414,0.9636560082435608,0.8717448115348816,0.9918619990348816
33,0.90625,0.0005000000237487257,1.0851171016693115,0.9200000166893005,0.71875,1.0,0.9313151240348816,0.9564724564552307,0.9643114805221558,0.8707682490348816,0.9921875
34,0.824056088924408,0.0005000000237487257,1.1665029525756836,0.9086169004440308,0.7135618925094604,0.9661298990249634,0.9189453125,0.9717798233032227,0.9565061330795288,0.8662109375,0.9912109375
35,0.875,0.0002500000118743628,1.1172020435333252,0.9166666865348816,0.6875,0.96875,0.9186198115348816,0.9717671871185303,0.9568500518798828,0.8662109375,0.9912109375
36,0.8316213488578796,0.0002500000118743628,1.1447466611862183,0.9163131713867188,0.7196696400642395,0.9695308208465576,0.93359375,0.9377359747886658,0.9627395272254944,0.8831380009651184,0.9947916865348816
37,0.875,0.0002500000118743628,1.2355221509933472,0.9599999785423279,0.75,1.0,0.93359375,0.9377567172050476,0.9624246954917908,0.8837890625,0.9944661259651184
38,0.8375208377838135,0.0002500000118743628,1.1314932107925415,0.9189685583114624,0.7296640872955322,0.9689755439758301,0.9300130009651184,0.9345232844352722,0.9624379873275757,0.8841145634651184,0.9934895634651184
39,0.8125,0.0002500000118743628,1.2756686210632324,0.8928571343421936,0.78125,1.0,0.9293619990348816,0.9346140027046204,0.9624645709991455,0.884765625,0.9934895634651184
